회사명,대표이사,홈페이지,본사주소,재무현황연도
유엔아이미디어,이경훈,http://www.ueni.co.kr,"경기도 의정부시 망월로 18-26, 106호 (호원동, 경기북부벤처센터)",2016
넥스트 I.T,이수완,http://,"경상북도 칠곡군 왜관읍 구상길 233-9, 201호",2016
(주)세명기술단,임경춘,http://,"대구광역시 중구 태평로51길 13  (동인동1가,쌍용빌딩 2층)",2016
엘비휴넷 주식회사,구본완,http://,"서울특별시 구로구 새말로 97 (구로동, 4층)",2016
(주)디자인리서치801,이수진,http://design801.com,"서울특별시 마포구 양화로 133, 1208호 (서교동, 서교타워)",2016
스타티스씨앤씨,이성훈,http://,"서울특별시 강남구 압구정로34길 32, 3층 (신사동)",2016
더바인넷(주),정진미,http://,"경기도 성남시 분당구 성남대로779번길 54, 406호 (이매동, 동산쇼핑몰)",2016
(주)2스턴,변희복,http://www.2stern.com,"서울특별시 강남구 논현로85길 21(역삼동, 비에스지빌딩1층)",2016
주식회사 아이덱스,구본석,http://www.idifex.com,"부산광역시 연제구 월드컵대로 157,  12층 (연산동)",2016
(주)텐코리아,김태윤,http://,"경기도 광명시 사들로42번길 10-1 (노온사동, 574-56)",2016
(주)정토건설,손영준,http://,전라남도 장흥군 장흥읍 북부로 39 (수창아트빌아파트 상가동 201호),2016
테마,이창준,http://thema.co.kr,"서울특별시 서초구 방배중앙로 198, 10층 1005호 (방배동, 오릭스 오피스텔)",2016
주식회사 티비씨,이기형,http://gotbc.modoo.at,"충청북도 청주시 흥덕구 강내면 월곡길 38, 1층 115호(충청대학교 제1생활관)",2016
주식회사 에이씨큐,김경호,http://,"서울특별시 구로구 디지털로31길19, 404호(구로동,에이스테크노타워2차)",2016
(주)베라넷,남경희,http://www.beranet.co.kr,"서울특별시 강남구 논현로85길 47, 302호 (역삼동)",2016
한국오라클 유한회사,문건,http://www.oracle.com/kr,"서울 강남구 영동대로 517 (삼성동,무역센터아셈타워 12층,15층,16층, 36층)",2017
(합)부원전기,김철수,http://,"경기도 광주시 광주대로 208, 205호 (송정동)",2017
엔지아이테크(주),박해정,http://www.ngitech.co.kr,"경기도 수원시 영통구 반달로 21, 5층 510호(영통동, 매직프라자)",2016
(주)헤르스,김형석,http://www.herss.co.kr,"서울특별시 노원구 공릉로 232, 11층1101호(공릉동, 서울과학기술대학교 내 (재)서울테크노파크)",2016
나인시스,김수봉,http://,울산광역시 북구 무룡로 215 (연암동),2016
(주)사운드폭스코리아,남진규,http://,강원도 정선군 남면 무릉2로 47,2016
수성정보,원상호,http://,대구광역시 남구 효성1길 12-10(봉덕동),2016
(주)밀크컴퍼니,강동구,http://milkcompany.co.kr,"서울특별시 서초구 사평대로55길 65-7, 지하1층 (반포동, 클라우드나인빌딩)",2016
주식회사장원커뮤니케이션,문규식,http://www.ejangone.co.kr,"서울특별시 송파구 송파대로34길 33, 4층 (송파동, 장원빌딩)",2016
(주)알에프아이씨티,정경욱,http://,"서울특별시 마포구 상암산로 34, 14층 (상암동,  디지털큐브)",2017
(주)태전사,주호식,http://,경기도 수원시 영통구 동수원로286번길 7-1(매탄동),2016
(주)에스아이티지,이동조,http://www.sitg.co.kr,"서울특별시 서초구 동광로6길 9, 101호 (방배동, 위니드펠리체)",2016
삼보컴퓨터울산센터,박명준,http://,"울산광역시 남구 봉월로 162, 2층 201호 (신정동)",2016
이앤텍,이석일,http://,"경상남도 창원시 성산구 완암로 50, 305(성산동, SK 테크노파크 넥스동)",2016
아이티텍,윤광덕,http://www.ite.co.kr,충청북도 충주시 예성로 332 (연수동),2016
주식회사 시스템팩토리,신현우,http://www.systemfactory.co.kr,"인천광역시 남구 석바위로 56, 5층 505호 (주안동)",2016
(주)반석시스템,곽상덕,http://www.panstone.co.kr,"서울특별시 구로구 디지털로33길 28, 702호 (구로동, 우림이비지센터1차)",2016
(주)지키미커뮤니케이션,이정옥,http://www.jkmad.co.kr,"서울특별시 마포구 동교로 142-5, 2층 (서교동)",2016
아판텍코리아주식회사,이상훈,http://,"경기도 성남시 분당구 황새울로319번길 6, 605호 (서현동, 텍스타워)",2016
백두아이티 주식회사,김영학,http://,"서울특별시 영등포구 국제금융로8길 27-9, 510호(여의도동, 동북빌딩)",2016
(주)더 핀트,문시정,http://,"경기도 용인시 기흥구 죽전로 10, 601호 (보정동, 장은메디칼프라자)",2016
(주)더포유,한상인,http://fouru.co.kr,"전북특별자치도 전주시 덕진구 구총목로 28 1동 305호 (인후동1가, 용진빌딩)",2016
주식회사 더엠씨아이,김주옥,http://,"서울특별시 송파구 백제고분로37길 6, 2층  223호 (석촌동, 송원빌딩)",2017
대우아이티솔루션(주),김경래,http://,"서울특별시 금천구 가산디지털2로 98, 2동 1306호 (가산동, 롯데아이티캐슬)",2016
지이오에쓰,신익호,http://,경상북도 경산시 하양읍 가마실길 50(경일대학교R&DB센터107호),2016
(주)에스아이솔루션,윤현성,http://www.spclink.co.kr,경기도 용인시 기흥구 용구대로2145번길 23 (신갈동),2016
아우시스템(주),최희철,http://www.awoo.co.kr,"경기도 군포시 고산로 166, 102-1304 (당정동, SK벤티움)",2016
(주)디아이피,김종남,www.try21.com,"서울특별시 성동구 성수일로8길 5, 에이동 2006호 (성수동2가, 서울숲 에스케이브이 1타워)",2016
(주)삼주이앤텍,김진구,http://,"강원도 강릉시 수리골길 67, 영일빌딩 (교동)",2016
주식회사 현솔루션,권혁경,http://www.hyun-solution.com,"서울특별시 금천구 가산디지털1로 149, 402호 (가산동, 신한이노플렉스)",2016
주식회사 케이엠정보,이재영,http://www.kminfo.co.kr,"대구광역시 동구 아양로7길 15, 2층 208호 (신암동)",2017
유니컨버스(주),조원태,http://www.uniconverse.com,"서울특별시 강서구 양천로 13, 한국공항빌딩 3층 (방화동)",2011
기린정보,이형종,http://www.kirininfo.com,"부산광역시 금정구 무학송로 134, 2층 (부곡동)",2016
주식회사 노모아솔루션,정구형,http://,"인천광역시 연수구 송도미래로 30, 이동 1609-3A호 (송도동, 송도 BRC 스마트밸리 지식산업센터)",2016
주식회사 어라운드,송원준,http://www.a-round.kr,서울특별시 마포구 동교로51길 27 (연남동),2016
주식회사 에이직시스템,김선희,http://www.agicsystem.com,"서울특별시 강남구 논현로135길 23, 2층 205호 (논현동, 조복빌딩)",2016
길정보시스템,권영선,http://,전라남도 영광군 묘량면 밀재로7길 36-2,2016
(주)지와이커머스,이기건,www.mp1.co.kr,"서울특별시 광진구 광나루로56길 85 (구의동,35층)",2016
주시회사  씨너스,유현열,http://,"서울특별시 구로구 디지털로31길 19, 901호 (구로동)",2016
위즈코프(주),정승환,www.wizcorp.co.kr,"서울특별시 강남구 봉은사로 429, 8층(삼성동, 위즈빌딩)",2016
삼익엔지니어링,변재덕,http://,대전광역시 서구 가수원로65번길 13 (가수원동),2016
(주)나인정보시스템,김중칠,www.nainsys.com,"경기도 안양시 만안구 덕천로 26, 302호 (안양동)",2016
주식회사 마크비,박경찬,http://www.marcbe.co.kr,"강원도 춘천시 한림대학길 1, 산학협력단 512호 (옥천동, 한림대학교)",2016
(주)멀티플러스,박임성,http://www.filmedit.co.kr,"대구광역시 남구 대명로14길 136-1, 2층 (대명동)",2016
주식회사 노마아이티,김성욱,http://,"인천광역시 연수구 앵고개로 262, 오피스밸리 835호 (동춘동, 동경프라자)",2016
부경인쇄산업,송종배,http://,경상남도 창원시 의창구 차상로18번길 44 (팔용동),2016
부경종합상사,김외숙,http://www.부경종합.com,경상남도 창원시 성산구 외리로14번길 29 (성주동),2016
아트정보,신현규,http://,경상남도 창원시 성산구 외리로14번길 29(성주동),2016
(주)유니루민코리아,신현기,http://www.unilumin.co.kr,"경기도 안양시 동안구 벌말로 126, 2213-1호 (관양동, 평촌오비즈타워)",2016
하얀소프트,이인선,http://hayansoft.com,"경기도 수원시 권선구 매실로 70, 103동 104호 (호매실동, 호매실GS아파트)",2016
메타넷테크놀로지서비스 유한회사,최영상,http://www.metanet.co.kr,"서울특별시 강남구 테헤란로 134, 9층 (역삼동, 포스코P&S타워)",2016
(주)유파인시스템,김병진,http://upinesys.co.kr,"서울특별시 광진구 아차산로 375(구의동, 크레신타워3차 비1-101호)",2016
(주)루비시스,김대성,http://rubee.co.kr,"서울 금천구 디지털로9길 46,  311호 (가산동 이앤씨드림타워7차)",2016
사단법인 한국제안활동협회,노형진,http://www.jaean.or.kr,"서울특별시 마포구 와우산로26길 9-32, 6층 (창전동, 목원빌딩)",2016
(주)아이앤씨에스,박병호,http://,"서울특별시 강남구 테헤란로 313, 1312 (역삼동,성지하이츠1차)",2016
주식회사 피엠이엑스,현제훈,https://www.edgeme.net,"서울특별시 서초구 서초대로 334, 1층 114호 (서초동)",2016
삼성네트웍시스템,"이은영,박춘남",http://,"경기도 시흥시 마유로423번길 20-10, 102호(정왕동,삼보빌딩우측상가)",2016
주식회사 비엔제이파트너스,안준희,http://,"서울특별시 구로구 디지털로33길 48, 604호 (구로동, 대륭포스트타워7차) (구로동)",2015
(주)더존이엔에이치,최성길,www.duzonenh.com,"강원도 춘천시 남산면 버들1길 130, 4층 (연구사무동)",2016
(주)가온시험분석센터,오승철,http://,"부산광역시 해운대구 선수촌로 181-2, 201호, 301호, 401호, 501호, 601호 (반여동, 늘푸른빌딩)",2016
주식회사 플러스미디어,최성락,http://,"서울특별시 서초구 반포대로14길 71, LG에클라트 329호 (서초동)",2016
해동엔지니어링,최준호,http://,부산광역시 강서구 신덕길18번길 11(대저1동),2016
아이티시스템,이민자,http://,"서울특별시 금천구 디지털로9길 32, 비동 804호 (가산동,갑을그레이트밸리)",2016
가우리소프트,이성호,http://,"경기도 남양주시 퇴계원면 도제원로 68, 106동 102호 (쌍용스위트닷홈)",2016
삼성IT정보,임원국,http://,전북특별자치도 김제시 신풍길 169(신풍동),2016
(주)가야테크,김정권,http://,전북특별자치도 전주시 완산구 황강서원4길 16-3(효자동3가),2016
주식회사 이노코아이티,이승용,http://,"서울특별시 금천구 두산로 70, 현대지식산업센터 에이동 2110호(독산동)",2016
스피니티(SPEANITY),김정은,http://www.speanity.com,"서울특별시 관악구 낙성대로15길 56-39, (봉천동, 서울대연구공원SK텔레콤 연구동 1층T4실) ",2016
주식회사 온디지털,김종인,http://,"전북특별자치도 전주시 완산구 오공로 43-50, 601호 (중동, 동현빌딩)",2016
이화통신(주),이선행,http://,"서울특별시 마포구 월드컵북로 27, 이화빌딩 4층 (서교동)",2016
주식회사 에르코스,박문환,http://,대전광역시 동구 동대전로 332 (가양동),2016
리노소프트(주),정태명,http://,"충청북도 청주시 청원구 오창읍 중심상업로 17, 7층 711호(오창프라자2)",2016
주식회사 몽플로우,이안욱,http://www.mongflow.com,"서울특별시 강남구 테헤란로2길 8, 4층 (역삼동)",2016
민컴아이티,이광수,http://,경기도 수원시 권선구 탑동로3번길 38 (탑동),2016
주식회사 신도중앙시스템,"김선아,최재용",http://,"서울특별시 동대문구 하정로 36, 남문3호,4호(신설동,광진빌딩 1층)",2017
3D토탈기획,최용일,http://,"강원도 동해시 감추로 29, 1층 3D (천곡동)",2016
(주)체인지그라운드,이웅구,http://,"경기도 성남시 분당구 분당내곡로 155, B동 702호 (삼평동)",2016
비성하이테크(주),이수춘,http://,"인천광역시 중구 운중로 103, 201(운남동)",2016
삼성AnD,이준호,http://www.samsungand.com,경상북도 고령군 고령읍 왕릉로 117,2016
주식회사 데이타테크,김남식,http://data-tech.co.kr,"경기도 고양시 덕양구 통일로 140, B동 235, 224, 225호 (동산동, 삼송테크노밸리)",2016
(사)한국장애인기업협회산전사업단,안경호,http://,"경기도 광주시 도척면 다람로40번길 30, 궁평리",2016
(주)지원앤컴,유광석,http://www.g1system.co.kr/,"서울특별시 강남구 학동로34길 16 202호 (논현동, 티플러스빌딩2층)",2016
(주)아톰테크놀러지스,손병윤,http://,"서울특별시 송파구 송파대로 260, 5층 393호 (가락동, 제일오피스텔)",2016
주식회사 마실누리,김동현,http://,"경상남도 창원시 의창구 창원대학로20 (창업보육센터82317-2), ",2016
(주)에스티엔비,김유철,http://,"경기도 안양시 동안구 전파로 88, 신원비젼타워703호 (호계동)",2016
(주)컴정보,"이창훈, 장순호",http://www.combo.co.kr,"인천광역시 남동구 남동대로733번길 56-9, 301호 (구월동, 2층)",2016
해솔지역개발연구센터,김수희,http://,"경상남도 김해시 활천로 18, 3층  305호 (삼정동, 활천종합상가)",2016
엠제이시스템,오정화,http://,"부산광역시 사하구 하신번영로157번길 21 (신평동, 2층)",2016
(주)씨앤피소프트,김태훈,http://,"경기도 고양시 덕양구 화수로 22, 302동 904호(화정동)",2016
(주)투비닉스,송창선,http://www.tobenix.co.kr,"서울특별시 서초구 서초대로 122, 3층 303 (방배동, 효찬빌딩)",2016
주식회사 핑거프레임,임치현,http://,"제주특별자치도 제주시 중앙로14길 21, 509호 (삼도이동, 제주대학교창업보육센터3호관)",2016
(주)알에스시스템,최정열,http://,"서울특별시 서초구 서초대로23길 86-2, 102호 (방배동)",2016
앱콘스 (abcons),김덕중,http://www.abcons.co.kr,"서울특별시 금천구 디지털로9길 32, B동 806호(가산동, 갑을그레이트밸리)",2016
(주)줌인포테크,전영민,http://dtpworld.co.kr,"서울특별시 영등포구 당산로41길 11, SKV1 센터 E1712 (당산동4가)",2016
옥당컴퓨터,강성천,http://,전라남도 영광군 영광읍 중앙로 125  ,2016
주식회사 메인시스템,"김연화, 한진섭",http://,"경기도 군포시 엘에스로 172, 903호 (금정동, 한림휴먼타워)",2016
대영홈큐리,전진오,http://,"인천광역시 남구 석정로 229, 909호 (도화동, JST타워)",2016
(주)영창캐드,전영창,http://www.yccad.co.kr,"울산광역시 중구 염포로 26 (반구동,유로캐슬 307호)",2016
콘텐츠코어(주),안용준,http://pnucoco.com,"부산광역시 금정구 부산대학로63번길 2, 3층 302호 (장전동, 부산대학교효원산학협동관)",2016
(주)한빛OA,홍정한,http://,경기도 의정부시 경의로 21 (의정부동),2016
혜원테크주식회사,김인혜,http://,경기도 화성시 정남면 내향로 214-101,2016
(주)월간미술,이기영,http://,"서울특별시 마포구 월드컵로32길 19, 6층 (성산동, 보양사옥빌딩6층)",2016
주식회사 피플데이타,이대봉,http://www.peoplentec.com,"서울시 금천구 가산디지철1로 233, 11층 02호 (가산동)",2016
(주)디케이브라더스,박승희,http://dkbrothers.co.kr,"서울특별시 성동구 뚝섬로1길 25, 4층 403호 (성수동1가, 서울숲 한라에코밸리)",2016
(주)오픈아이티,홍성표,http://www.open-it.co.kr,"충청북도 충주시 충원대로 268, 창업보육센터 101호(단월동, 건국대학교 글로컬캠퍼스)",2016
주식회사 엔솔브,박호상,http://,"인천광역시 남동구 호구포로 22, 1층 일부 (고잔동, 남동공단 166블럭3로트)",2016
(주)시네마펀딩,송재권,http://,"서울특별시 서초구 서초대로 397, B동 2403호 (서초동, 부띠크모나코)",2016
바이럴웨이브,김현영,http://viralwave.co.kr,"서울특별시 강남구 논현로79길 22 (역삼동, 화이나트빌딩4층)",2016
주식회사 동양엔지니어링,김선중,http://,"대전광역시 중구 선화로119번길 16-8, (선화동,동양빌딩 3층)",2016
엠뱅크(주),김계영,http://www.mbanksys.com,"경기도 용인시 기흥구 흥덕1로 13, 흥덕IT밸리 A동 2012호 (영덕동)",2016
주식회사 네이처피플,김형수,http://,"경기도 성남시 분당구 정자일로 1 비-1005(금곡동, 코오롱트리폴리스1)",2016
건영인프라솔루션,문철훈,www.kyinfra.com,"부산광역시 연제구 아시아드대로 9 (거제동,화신데파트106호,107호)",2016
4193이미지웍스,강성권,http://4193.co.kr,"서울특별시 마포구 와우산로3길 15, 2층 (상수동)",2016
주식회사 나눔소프트,곽문철,http://,"경기도 고양시 일산동구 중산로 245, 301호 (중산동, 대성상가)",2016
엠네트웍스,민현식,http://www.mnetworks.kr,"경기도 오산시 법원로15번길 41-13, 첼로상가 101호 (궐동)",2016
인터싱크주식회사,오태호,http://intersync.co.kr,부산광역시 해운대구 양운로42번길 9 (좌동),2016
정암정보통신,조강수,www.jungam21.co.kr,"서울특별시 관악구 쑥고개로 100, 생모리츠타운 112호 (봉천동)",2016
(주)우신정보기술,김정연,http://,세종특별자치시 어진동 1-5 생활권 씨20-2 블록 2차 푸르지오 시티 1041호,2016
자두소프트,김영주,http://www.zadusoft.com,"경기도 용인시 수지구 신수로 767, B동 3층 313호 (동천동, 분당수지 U타워 )",2016
(주)노블레스미디어인터내셔날,명제열,http://www.noblesse.com,서울특별시 강남구 선릉로162길 13(청담동),2016
정훈데이타,이인환,http://,"서울특별시 영등포구 영등포로11길 26-1, 5층 (양평동1가)",2016
아이렌즈(주),이효진,http://i-lens.co.kr,"서울특별시 강서구 양천로 470, 지하1층 109-21호 (등촌동, 그레이스힐)",2016
큐어넷 주식회사 ,이경하,http://,"서울특별시 서초구 반포대로14길 71, 16층 1612호 (서초동, 서초에클라트)",2016
(주)서원이엔씨,"서철우, 김충호",http://,"경기도 남양주시 강변북로664번길 17-4, 1층 (수석동,서원빌딩)",2016
한피티,안수영,http://,광주광역시 서구 풍암신흥로62번길 3-15 (풍암동),2016
(주)크리워크,양희준,http://crework.co.kr,"서울특별시 강남구 선릉로162길 29, 5층 (청담동)",2016
제이오토시스템,신지예,http://,"경기도 고양시 덕양구 무원로6번길 61, 7층 704호(행신동, 지엘리치빌2차) ",2016
우리종합상사,유현경,http://,경상북도 경주시 양남면 나아4길 17,2016
(주)현대전기통신,정영신,http://,"경상남도 합천군 합천읍 핫들2로 11-5, 2층",2016
보람아이엔씨(주),우숙자,http://,"경기도 의왕시 오전공업길 19, 대현테크노월드 604호 (오전동)",2016
(주)대안지에스티,김윤홍,http://,"대구광역시 북구 서변로27-2, 2층(서변동)",2016
(주)국제비엠에스,김성수,http://,"부산광역시 연제구 쌍미천로 149-1 (연산동, 3층) ",2016
(주)럭스콤,전자이,http://www.luxcom.co.kr,"전라남도 나주시 동수농공단지길 138-13, 2층(동수동)",2016
트리플,박성민,http://www.tripleskr.kr,"인천광역시 연수구 컨벤시아대로42번길 20, 302동 119호 (송도동, 송도 더 프라우 3단지)",2016
씨디피월드(주),김조웅,http://www.cdpworld.co.kr,"서울특별시 금천구 디지털로9길 99, 704호 (가산동, 스타밸리)",2016
케이씨앤티주식회사,김진섭,http://,"경기도 안산시 단원구 광덕동로 99, 현대타운404호 (고잔동)",2016
(주)헤리티지프로젝트,이지은,http://www.heritageproject.kr,"서울특별시 마포구 만리재로 47, 311호(신공덕동, 공덕코어)",2016
와파시스템주식회사,박봉래,www.wapasystem.com,"부산광역시 해운대구 마린시티2로 2, 1103호 (우동, 마린파크)",2016
(자)대현전기공사,지현철,http://,경상남도 밀양시 초동면 성만2길 45,2016
알피테크,강장묵,http://www.rptech.co.kr,"대구광역시 서구 국채보상로 243, 3층 306호 (평리동)",2016
한국기록정보,이경선,http://,경상북도 경산시 하양읍 가마실길 50 111(경일대학교R&DB센터),2016
갬콤주식회사,장건덕,http://www.gemcom.co.kr,"대구광역시 수성구 달구벌대로 2392, 7층 (범어동, 범우빌딩)",2016
모카소프트,박도흠,http://,"대구광역시 서구 달구벌대로 1889-7, 2층 (내당동)",2016
주식회사 에이플러스소프트,정경원,http://www.aplussoft.co.kr,"서울특별시 영등포구 국제금융로 20, 3층 305호 (여의도동, 율촌빌딩)",2016
(주)에스유아이티,김선국,http://,"대전광역시 유성구 온천북로33번길 22-4 (봉명동, 신영미소랑도시형생활주택) 202호",2016
디지트(DIGIT),한기준,http://digitart.kr,경기도 고양시 덕양구 통일로512번길 6-50 (대자동),2016
주식회사 인터바일,박창수,http://www.interbile.co.kr,"서울특별시 영등포구 선유로49길 23, 504호 (양평동4가)",2016
주식회사 가연환경디자인,이연지,http://www.gyed.co.kr/,"서울특별시 마포구 매봉산로2길 15, 502호 (상암동, 효인빌딩)",2016
(주)아이엔플,이순영,http://,"경기도 성남시 분당구 성남대로 69, 506호 (구미동, 로드랜드EZ타워)",2016
주식회사새터씨앤씨,김기헌,http://www.setuh.com,"서울특별시 중구 필동로 9, 필빌딩 3층 (필동2가)",2016
(주)우리아이티,김한나,http://,"서울특별시 서초구 동광로1길 25, 101호 (방배동, 서초빌딩)",2016
링플러스,김리선,http://,"인천광역시 서구 심곡로132번길 17, 7동 1층 103호 (심곡동, 동남상가)",2016
주식회사 디자인부산,서무성,http://designbusan.kr,"부산광역시 부산진구 신천대로65번길 90, 101호 (범천동)",2016
주식회사 브라더펍,박경훈,http://brauther.com,"경기도 성남시 분당구 정자일로 158, 5층 508호 (정자동)",2016
(주)컴투프리테크,"이임곤,배신석",http://comtopritech.co.kr,"서울특별시 강서구 양천로 583, A동 1004호(염창동, 우림블루나인)",2016
엘퍼스크 주식회사,고관수,http://,"서울특별시 금천구 벚꽃로 254, 1201호 (가산동, 월드메르디아벤처센타)",2016
(주)에이엠케이,장남철,http://,"인천광역시 연수구 송도미래로 30, E동 2103호 (송도동, 스마트밸리)",2016
주식회사 비에프컨설팅,김영민,http://,"서울특별시 용산구 한강대로30길 25, B동 1906호 (한강로2가, 용산아스테리움오피스텔)",2016
주식회사 쉐이크,박춘식,http://,"서울특별시 마포구 토정로 144, 803호 (상수동)",2016
(주)굿에셈,박상명,http://,"서울특별시 금천구 시흥대로 67, 205 (시흥동,영일빌딩)",2016
주식회사 제니온,정봉만,http://www.e-jenion.com,"경기 안양시 만안구성결대학로 46번길 38(안양동, B01호)",2016
주식회사 세연이엔에스,김진성,http://seyeon-ens.com,대전광역시 유성구 테크노2로 252-12(탑립동),2016
썬소프트,김형환,http://www.sunsoft.kr,"부산광역시 해운대구 삼어로 55, 110동 2301호 (반여동, 센텀에스케이뷰아파트)",2016
기연테크,명희견,http://,경상남도 창원시 마산합포구 합포로 227 (산호동),2016
(주)마이스원글로벌,김용철,http://www.miceone.co.kr,"인천광역시 연수구 인천타워대로 323(송도동, 송도센트로드오피스비동606호)",2015
케즈(KEZ),조원준,http://www.kez.co.kr,"부산광역시 해운대구 수영강변대로 140, 5층 부산콘텐츠코리아 랩 입주실 2호 (우동, 부산문화콘텐츠 콤플렉스)",2016
쓰리빅스,박준형,http://www.3bigs.com,"경기도 화성시 동탄반석로 172,  3층 324호 (반송동, 동탄 파라곤)",2016
(주)에브릿,이영환,http://,대전광역시 대덕구 대화로 20(대화동),2016
에이젠,김대중,http://,"대전광역시 대덕구 대전로 1291번길 40, 4동 (읍내동, 정면 오른쪽)",2016
(주)비전21이엔씨,임상현,http://,"전북특별자치도 완주군 봉동읍 완주산단6로 224, 연구동 3층 314, 319호((재)전북테크노파크 전북 과학진흥센터) ",2016
히트컴퓨터,송근수,http://,충청북도 충주시 연원5길 22  (연수동),2016
(주)브이엠소프트,이병윤,http://www.vmsoft.co.kr,"서울특별시 금천구 디지털로9길 99 (가산동, 스타밸리 910, 911호)",2016
하이드림,서민영,hidream.co.kr,전라남도 목포시 원산로145번안길 3-1 (연산동),2016
주식회사 필존,박노철,http://www.feelzone.co.kr,"대전광역시 대덕구 한남로 70, 2층 201호 (오정동,한남대학교 오정동창업보육센터)",2016
디자인홍,김홍주,http://,전라남도 담양군 대전면 대치10길 38-6,2016
미래에스앤에스넷,김정희,http://,"경기도 파주시 조리읍 통일로 21-11, 104동 402호(장곡리, 푸르나빌)",2016
(주)제이피나비,정산희,http://,서울특별시 동대문구 한천로 414 (이문동),2016
가후(주),정양중,http://,"경기도 구리시 안골로 44-1, 다건시티 701호 (교문동)",2016
(주)제이이노텍,류정식,http://www.j-innotech.com,"충청남도 아산시 음봉면 연암산로 88, 203호(디스플레이센터 사무동)",2016
문자인포,강훈,http://,경상남도 진주시 동진로96번길 5 (상대동),2016
주식회사 셀론텍,한형일,http://www.celontech.co.kr,"서울특별시 강남구 역삼로67길 15, 201 (대치동,제2층)",2016
(주)퓨쳐앤텍,장성일,http://,"충청북도 충주시 예성로 7, 지층 (호암동)",2016
주식회사 가오누리,이철식,http://gaonuri.kr,제주특별자치도 제주시 신성로 112  (이도이동),2016
(주)대경네트워크,이상국,http://,"서울특별시 송파구 동남로24길 7 (오금동,덕수빌딩 4층)",2016
(주)누리앳커뮤니케이션즈,안재욱,http://,"경기도 광명시 하안로 60, 제비동 제비1201호 (소하동, 광명테크노파크)",2016
주식회사 오픈위즈덤,정윤재,http://,"서울특별시 금천구 서부샛길 528, 738호 (가산동, 미소지움)",2016
주식회사 다모소프트,최규식,http://www.damoresoft.com,"서울특별시 영등포구 선유로3길 10, 707호 (문래동5가, 하우스디비즈)",2016
주식회사 대명씨앤에스,이계석,http://,"경기도 의정부시 용민로 18, 206호 (용현동, 용현주공아파트종합상가)",2016
메가사인,박현정,http://cafe.naver.com/onled,대구광역시 달서구 문화회관2길 8 (장기동),2016
탐라씨앤씨,강대은,http://,"제주특별자치도 제주시 천수로 82, 105동 203호 (일도이동)",2016
주식회사 에스아이티,이영미,http://,"대전광역시 서구 대덕대로 408(만년동,테크노월드3층18호)",2016
주식회사 네로,김미연,http://www.neroweb.co.kr,"대구광역시 동구 화랑로91길 7, 상가동 2층 203호 (방촌동, 현대주택방촌맨션)",2016
진흥,이동혁,http://,"대구광역시 달서구 월배로 32안길 66, 201동 208호(진천동, 월배2차귀빈타운)",2016
우리디지털테크,김성희,http://,경상북도 포항시 북구 법원로51번길 15 (장성동),2016
공인정보,최무송,http://www.giinfo.co.kr,"부산 동래구 명안로85번길 17 (명장동,1층)",2016
(주)매트론,김현식,http://www.mattron.kr,경상남도 창원시 마산합포구 가포신항남로 12-9 (가포동),2016
주식회사 유디아이,최정윤,http://www.udidea.com,"서울특별시 강남구 논현로24길 37, 2층 201호 (도곡동, 선연빌딩)",2016
서울관광마케팅(주),김병태,http://www.seoulwelcome.com,"서울특별시 중구 삼일대로 340, 9층 (저동1가, 나라키움저동빌딩)",2016
(주)심원테크,김준호,http://www.simwontc.com,"서울특별시 금천구 가산디지털1로 70,408(가산동 호서대벤처타워)",2016
주은테크(주),황민혁,http://,울산광역시 북구 매곡산업1길 16(매곡동),2016
(주)더이상,김종규,http://,"서울특별시 강남구 학동로1길 8(논현동, 현빌딩 5층)",2016
세종대학교 산학협력단,김선재,http://rnd.sejong.ac.kr/index.do,"서울특별시 광진구 능동로 209, 216 (군자동, 집현관)",2017
주식회사 영동기술단,김성재,http://,"충청북도 영동군 영동읍 계산로 31, 2층",2016
(주)와이제이앤네트웍스,장영수,http://,"서울특별시 중구 다산로 153, 5층(신당동) ",2016
나눔,"장영숙, 김민규",http://,충청남도 아산시 시민로292번길 7-6 (용화동),2016
(주)지에이에스디,이영수,http://gasd.kr,"경기도 고양시 일산동구 정발산로42번길 38, 라이저오피스텔 202호,203호 (장항동)",2016
주식회사 캐드닉스,민경일,http://www.cadnix.com,"경기도 용인시 수지구 신수로 767, A동 14층 1414호 (동천동, 분당수지유타워)",2016
주식회사호니시스,김남호,http://www.honisys.co.kr,"서울특별시 영등포구 당산로41길 11, East동402호 (당산동4가)",2014
아이디어뱅커즈,차병미,http://,"충청남도 보령시 주공로 65, 320동 1306호 (명천동, 명천주공5차아파트)",2016
주식회사 큐텍스코리아,오향희,http://,"서울특별시 영등포구 여의대방로67길 8, 509호(여의도동, 고려빌딩) ",2016
(주)디지탈테크,박윤옥,http://,"광주광역시 북구 첨단벤처로28번길 33, 1층 (대촌동)",2016
(주)진보전력,은상석,http://,경상북도 봉화군 봉화읍 범들로 392,2015
(주)나누리,정선경,http://nanuridesign.co.kr,"경상북도 영천시 금호읍 대구대길 333, 1304(대구대학교창업보육센터 1202호)",2016
(주)영창시스템,이병외,www.ycst.co.kr,부산광역시 동래구 온천천로269번길 36 (수안동),2007
(주)효원시스템,김영만,www.hyowon.co.kr,"경상남도 창원시 성산구 원이대로682번길 14, 1201호 (상남동, 삼광빌딩)",2016
